Country Name,Stringent Index,year,Gini Index,GDP per capita,Population Density,Hospital Beds,Quarter_only,Quarter,Marginal Mortality,Gini Category
Austria,73.15,2021,30.7,53648.71907,108.5288051,7.06,Q1,2021Q1,43.74820018810163,Medium
Belgium,70.37,2021,26.6,51655.78833,379.9499902,5.48,Q1,2021Q1,30.1047928159331,Low
Benin,46.3,2021,34.4,1318.834978,118.9554541,0.45,Q1,2021Q1,0.3429402068093462,Medium
Bhutan,72.22,2021,28.5,3570.612579,20.33146303,2.2,Q1,2021Q1,0.12895871000023212,Low
Bolivia,25.0,2021,40.9,3384.844865,11.0194406,1.35,Q1,2021Q1,25.901874451302465,High
Brazil,70.83,2021,52.9,7972.53665,25.07140273,2.46,Q1,2021Q1,60.63747159428944,Very High
Bulgaria,61.11,2021,39.0,12274.0776,63.35430177,7.77,Q1,2021Q1,81.72739225644226,Medium
Burkina Faso,30.56,2021,37.4,895.5352884,80.39197003,0.2,Q1,2021Q1,0.27733269416482464,Medium
Chile,79.17,2021,43.0,16216.57065,26.16744673,1.97,Q1,2021Q1,33.546915878397236,High
China,50.0,2021,35.7,12617.5051,150.4397537,5.0,Q1,2021Q1,0.01005409385709026,Medium
Colombia,81.02,2021,55.1,6222.621644,46.13625327,1.69,Q1,2021Q1,39.479822809851015,Very High
Costa Rica,59.26,2021,48.7,12838.11854,99.09886408,1.18,Q1,2021Q1,15.256953178545087,High
Croatia,43.52,2021,28.9,17789.93047,69.31703002,5.6,Q1,2021Q1,52.25599197314965,Low
Czechia,81.48,2021,26.2,27696.46195,136.1083491,6.6,Q1,2021Q1,141.26520164343944,Low
Denmark,64.81,2021,28.3,69727.98737,146.418325,2.51,Q1,2021Q1,19.157438114389027,Low
Dominican Republic,70.37,2021,38.5,8472.47982,230.7869908,1.42,Q1,2021Q1,8.18988596730015,Medium
Ecuador,57.41,2021,45.8,6075.802657,71.19686745,1.3,Q1,2021Q1,15.908425380323344,High
El Salvador,34.26,2021,39.0,4642.607431,301.9199807,1.16,Q1,2021Q1,10.85395878564822,Medium
Estonia,60.96,2021,31.8,27953.76702,31.13291228,4.46,Q1,2021Q1,50.56606949115356,Medium
Finland,52.31,2021,27.7,53099.13514,18.23016591,2.83,Q1,2021Q1,5.233696269114496,Low
France,68.52,2021,31.5,43725.09995,123.9009108,6.0,Q1,2021Q1,45.75282117953515,Medium
Georgia,64.81,2021,34.2,5083.606955,64.88348088,4.94,Q1,2021Q1,34.3255289717711,Medium
Germany,75.0,2021,32.4,52265.65416,238.1180858,7.8,Q1,2021Q1,52.010865223718845,Medium
Hungary,79.63,2021,29.2,18755.10235,106.3981043,6.84,Q1,2021Q1,115.3462999739132,Low
India,57.87,2021,32.8,2239.613844,475.6520424,1.6,Q1,2021Q1,0.9852186123520621,Medium
Indonesia,71.76,2021,35.5,4287.17314,146.2351077,1.36,Q1,2021Q1,6.76403081936698,Medium
Ireland,84.26,2021,30.1,105561.1375,73.06087966,2.91,Q1,2021Q1,48.67713430359114,Medium
Israel,55.42,2021,37.9,52255.61591,433.0591497,3.06,Q1,2021Q1,30.77448406854899,Medium
Italy,79.63,2021,34.8,36852.54254,199.9654163,3.18,Q1,2021Q1,59.50467092303671,Medium
Jamaica,71.3,2021,40.2,5165.33781,262.0204986,1.68,Q1,2021Q1,10.360568943243111,High
Kazakhstan,64.81,2021,29.2,9983.601036,7.31325814,6.72,Q1,2021Q1,16.02037885384952,Low
Latvia,56.48,2021,34.3,20262.84339,30.2826611,5.3,Q1,2021Q1,67.07385021942277,Medium
Lithuania,72.22,2021,36.7,23934.72849,44.73469094,5.96,Q1,2021Q1,63.40957120348582,Medium
Luxembourg,48.15,2021,32.7,133711.7944,248.6206816,4.15,Q1,2021Q1,39.21482851714829,Medium
Malaysia,68.06,2021,40.7,10903.11164,104.3445412,2.01,Q1,2021Q1,2.3364759274868714,High
Malta,75.0,2021,31.4,38027.38017,1620.425,4.38,Q1,2021Q1,33.36316089914683,Medium
Mexico,47.22,2021,43.5,10314.05067,65.66431647,1.02,Q1,2021Q1,60.637777525765586,High
Moldova,65.74,2021,25.7,5274.605822,90.11035512,5.66,Q1,2021Q1,76.08418030756499,Low
Mongolia,71.76,2021,31.4,4517.61578,2.172536624,10.55,Q1,2021Q1,0.20687162522190675,Medium
Nepal,29.63,2021,30.0,1252.750767,205.6156958,0.39,Q1,2021Q1,3.983035120259501,Medium
Netherlands,75.0,2021,25.7,60141.98809,520.7319275,2.91,Q1,2021Q1,29.45295751268291,Low
Niger,34.26,2021,32.9,608.7224396,19.3432857,0.27,Q1,2021Q1,0.3346646456187092,Medium
Panama,68.52,2021,50.9,15509.80691,58.57919925,1.92,Q1,2021Q1,48.14280832281456,Very High
Paraguay,64.81,2021,42.9,5976.931798,16.82401712,1.01,Q1,2021Q1,29.083588687441488,High
Peru,83.33,2021,40.1,6826.972007,25.90303281,1.6,Q1,2021Q1,151.8463601722313,High
Philippines,81.02,2021,40.7,3484.385939,379.3170004,0.96,Q1,2021Q1,3.5835242763212865,High
Poland,75.93,2021,28.5,18635.51049,120.8152859,6.11,Q1,2021Q1,66.22489873939604,Low
Portugal,80.56,2021,34.6,24711.45101,113.1135105,3.53,Q1,2021Q1,95.94829330839309,Medium
Romania,63.89,2021,33.9,14986.78549,83.11047896,7.06,Q1,2021Q1,40.63892910277078,Medium
Serbia,61.11,2021,33.1,9680.527981,81.27394458,5.35,Q1,2021Q1,30.683347560534862,Medium
Slovenia,69.44,2021,24.3,29187.36938,104.6899644,4.25,Q1,2021Q1,64.03934577404357,Low
Spain,69.44,2021,33.9,30817.68286,94.8822088,2.94,Q1,2021Q1,51.92784497081289,Medium
Suriname,62.96,2021,39.2,5029.848385,3.849636787,2.89,Q1,2021Q1,8.901174307650479,Medium
Sweden,71.06,2021,29.8,61174.96802,25.57407926,2.05,Q1,2021Q1,45.48853661035132,Low
Switzerland,60.19,2021,33.7,93446.43445,220.314541,4.44,Q1,2021Q1,27.847517837231255,Medium
Thailand,47.22,2021,34.9,7058.0695,140.3968212,2.34,Q1,2021Q1,0.04600756654381066,Medium
Tunisia,53.7,2021,33.7,3885.281665,77.55292225,2.42,Q1,2021Q1,34.32757704574017,Medium
Ukraine,62.04,2021,25.6,4775.945801,76.45605799,6.26,Q1,2021Q1,34.25613066225058,Low
United Kingdom,70.37,2021,32.4,46896.86624,277.0482867,2.35,Q1,2021Q1,86.29747860735009,Medium
Uruguay,72.22,2021,40.8,17888.21151,19.40746772,2.48,Q1,2021Q1,23.346223314133297,High
Uzbekistan,37.04,2021,31.2,2258.519641,77.71125126,4.86,Q1,2021Q1,0.04380368287348422,Medium
Albania,37.96,2021,29.4,6413.283286,102.6155474,2.91,Q2,2021Q2,7.86010856197002,Low
Argentina,75.0,2021,42.4,10738.01792,16.55733057,3.34,Q2,2021Q2,84.84675490072989,High
Austria,53.91,2021,30.7,53648.71907,108.5288051,7.06,Q2,2021Q2,18.602476139197883,Medium
Belgium,50.93,2021,26.6,51655.78833,379.9499902,5.48,Q2,2021Q2,18.616983401366888,Low
Benin,38.89,2021,34.4,1318.834978,118.9554541,0.45,Q2,2021Q2,0.1043731064202358,Medium
Bhutan,63.43,2021,28.5,3570.612579,20.33146303,2.2,Q2,2021Q2,0.0,Low
Bolivia,27.78,2021,40.9,3384.844865,11.0194406,1.35,Q2,2021Q2,37.78054779281182,High
Brazil,60.65,2021,52.9,7972.53665,25.07140273,2.46,Q2,2021Q2,93.70065593895086,Very High
Bulgaria,48.15,2021,39.0,12274.0776,63.35430177,7.77,Q2,2021Q2,70.72087456597318,Medium
Burkina Faso,22.22,2021,37.4,895.5352884,80.39197003,0.2,Q2,2021Q2,0.10002162740370725,Medium
Chile,84.72,2021,43.0,16216.57065,26.16744673,1.97,Q2,2021Q2,48.364712489002294,High
China,74.54,2021,35.7,12617.5051,150.4397537,5.0,Q2,2021Q2,0.0007080347786683281,Medium
Colombia,59.26,2021,55.1,6222.621644,46.13625327,1.69,Q2,2021Q2,84.24211584969052,Very High
Costa Rica,55.56,2021,48.7,12838.11854,99.09886408,1.18,Q2,2021Q2,33.79454654833173,High
Croatia,36.11,2021,28.9,17789.93047,69.31703002,5.6,Q2,2021Q2,58.23694418714605,Low
Czechia,43.52,2021,26.2,27696.46195,136.1083491,6.6,Q2,2021Q2,36.95111601508199,Low
Denmark,47.03,2021,28.3,69727.98737,146.418325,2.51,Q2,2021Q2,1.9635520348972713,Low
Dominican Republic,62.96,2021,38.5,8472.47982,230.7869908,1.42,Q2,2021Q2,4.468027799943111,Medium
Ecuador,55.56,2021,45.8,6075.802657,71.19686745,1.3,Q2,2021Q2,26.653540283492326,High
El Salvador,26.85,2021,39.0,4642.607431,301.9199807,1.16,Q2,2021Q2,5.99445441033591,Medium
Estonia,31.48,2021,31.8,27953.76702,31.13291228,4.46,Q2,2021Q2,27.574661966201127,Medium
Finland,47.69,2021,27.7,53099.13514,18.23016591,2.83,Q2,2021Q2,1.8408173084471675,Low
France,44.96,2021,31.5,43725.09995,123.9009108,6.0,Q2,2021Q2,22.789444853633793,Medium
Georgia,25.0,2021,34.2,5083.606955,64.88348088,4.94,Q2,2021Q2,41.471063282469714,Medium
Germany,67.59,2021,32.4,52265.65416,238.1180858,7.8,Q2,2021Q2,17.4683715258789,Medium
Hungary,27.78,2021,29.2,18755.10235,106.3981043,6.84,Q2,2021Q2,95.31517913022917,Low
India,81.94,2021,32.8,2239.613844,475.6520424,1.6,Q2,2021Q2,16.725452437871095,Medium
Indonesia,71.76,2021,35.5,4287.17314,146.2351077,1.36,Q2,2021Q2,6.371268987067198,Medium
Ireland,50.0,2021,30.1,105561.1375,73.06087966,2.91,Q2,2021Q2,6.17901582384361,Medium
Israel,29.63,2021,37.9,52255.61591,433.0591497,3.06,Q2,2021Q2,2.3475681328296734,Medium
Italy,69.91,2021,34.8,36852.54254,199.9654163,3.18,Q2,2021Q2,30.81180845817288,Medium
Jamaica,69.44,2021,40.2,5165.33781,262.0204986,1.68,Q2,2021Q2,16.879974570794047,High
Kazakhstan,62.96,2021,29.2,9983.601036,7.31325814,6.72,Q2,2021Q2,9.354928783768596,Low
Latvia,41.67,2021,34.3,20262.84339,30.2826611,5.3,Q2,2021Q2,32.58175952114365,Medium
Lithuania,37.7,2021,36.7,23934.72849,44.73469094,5.96,Q2,2021Q2,28.884202197984248,Medium
Luxembourg,41.67,2021,32.7,133711.7944,248.6206816,4.15,Q2,2021Q2,11.24887511248875,Medium
Malaysia,89.81,2021,40.7,10903.11164,104.3445412,2.01,Q2,2021Q2,11.37026612402475,High
Malta,49.07,2021,31.4,38027.38017,1620.425,4.38,Q2,2021Q2,5.399817948994863,Medium
Mexico,44.44,2021,43.5,10314.05067,65.66431647,1.02,Q2,2021Q2,23.374408847670864,High
Moldova,67.59,2021,25.7,5274.605822,90.11035512,5.66,Q2,2021Q2,47.53816632887859,Low
Mongolia,59.26,2021,31.4,4517.61578,2.172536624,10.55,Q2,2021Q2,14.421907586898643,Medium
Nepal,68.52,2021,30.0,1252.750767,205.6156958,0.39,Q2,2021Q2,20.634428962025797,Medium
Netherlands,32.41,2021,25.7,60141.98809,520.7319275,2.91,Q2,2021Q2,7.6370081544311414,Low
Niger,19.44,2021,32.9,608.7224396,19.3432857,0.27,Q2,2021Q2,0.02856893316257274,Medium
Panama,61.11,2021,50.9,15509.80691,58.57919925,1.92,Q2,2021Q2,9.91852312960472,Very High
Paraguay,49.07,2021,42.9,5976.931798,16.82401712,1.01,Q2,2021Q2,129.99346816110034,High
Peru,75.93,2021,40.1,6826.972007,25.90303281,1.6,Q2,2021Q2,147.53038389990652,High
Philippines,71.76,2021,40.7,3484.385939,379.3170004,0.96,Q2,2021Q2,10.048545127162946,High
Poland,43.52,2021,28.5,18635.51049,120.8152859,6.11,Q2,2021Q2,59.42421194303897,Low
Portugal,63.89,2021,34.6,24711.45101,113.1135105,3.53,Q2,2021Q2,2.3933993905131246,Medium
Romania,39.75,2021,33.9,14986.78549,83.11047896,7.06,Q2,2021Q2,53.59255506951422,Medium
Serbia,32.41,2021,33.1,9680.527981,81.27394458,5.35,Q2,2021Q2,25.44508412387703,Medium
Slovenia,43.31,2021,24.3,29187.36938,104.6899644,4.25,Q2,2021Q2,17.646397502180893,Low
Spain,48.61,2021,33.9,30817.68286,94.8822088,2.94,Q2,2021Q2,11.422354331976388,Medium
Suriname,89.65,2021,39.2,5029.848385,3.849636787,2.89,Q2,2021Q2,55.83463883889846,Medium
Sweden,53.01,2021,29.8,61174.96802,25.57407926,2.05,Q2,2021Q2,11.175317985320588,Low
Switzerland,40.32,2021,33.7,93446.43445,220.314541,4.44,Q2,2021Q2,5.468406968037161,Medium
Thailand,53.7,2021,34.9,7058.0695,140.3968212,2.34,Q2,2021Q2,2.689351389788205,Medium
Tunisia,74.07,2021,33.7,3885.281665,77.55292225,2.42,Q2,2021Q2,51.01828242267041,Medium
Ukraine,54.63,2021,25.6,4775.945801,76.45605799,6.26,Q2,2021Q2,45.43028860479689,Low
United Kingdom,51.39,2021,32.4,46896.86624,277.0482867,2.35,Q2,2021Q2,3.03313810049346,Medium
Uruguay,63.89,2021,40.8,17888.21151,19.40746772,2.48,Q2,2021Q2,135.98512671876634,High
Uzbekistan,45.37,2021,31.2,2258.519641,77.71125126,4.86,Q2,2021Q2,0.3124662711641874,Medium
Albania,44.44,2021,29.4,6413.283286,102.6155474,2.91,Q3,2021Q3,8.606996705867624,Low
Argentina,73.41,2021,42.4,10738.01792,16.55733057,3.34,Q3,2021Q3,46.0691881743936,High
Austria,46.56,2021,30.7,53648.71907,108.5288051,7.06,Q3,2021Q3,4.868355100054188,Medium
Belgium,43.06,2021,26.6,51655.78833,379.9499902,5.48,Q3,2021Q3,3.702682373289937,Low
Benin,50.0,2021,34.4,1318.834978,118.9554541,0.45,Q3,2021Q3,0.41003720379378344,Medium
Bhutan,61.11,2021,28.5,3570.612579,20.33146303,2.2,Q3,2021Q3,0.25791742000046425,Low
Bolivia,31.02,2021,40.9,3384.844865,11.0194406,1.35,Q3,2021Q3,16.486057218681516,High
Brazil,55.79,2021,52.9,7972.53665,25.07140273,2.46,Q3,2021Q3,37.48217122520477,Very High
Bulgaria,46.3,2021,39.0,12274.0776,63.35430177,7.77,Q3,2021Q3,41.01636248984587,Medium
Burkina Faso,13.89,2021,37.4,895.5352884,80.39197003,0.2,Q3,2021Q3,0.07274300174815072,Medium
Chile,58.07,2021,43.0,16216.57065,26.16744673,1.97,Q3,2021Q3,25.302813983353698,High
China,76.39,2021,35.7,12617.5051,150.4397537,5.0,Q3,2021Q3,0.0025489252032059816,Medium
Colombia,46.3,2021,55.1,6222.621644,46.13625327,1.69,Q3,2021Q3,38.59289918395798,Very High
Costa Rica,52.28,2021,48.7,12838.11854,99.09886408,1.18,Q3,2021Q3,33.972412582796636,High
Croatia,31.81,2021,28.9,17789.93047,69.31703002,5.6,Q3,2021Q3,11.188505434803625,Low
Czechia,40.35,2021,26.2,27696.46195,136.1083491,6.6,Q3,2021Q3,1.4848980160620275,Low
Denmark,20.37,2021,28.3,69727.98737,146.418325,2.51,Q3,2021Q3,2.1001469590640376,Low
Dominican Republic,65.74,2021,38.5,8472.47982,230.7869908,1.42,Q3,2021Q3,2.013759008425064,Medium
Ecuador,51.39,2021,45.8,6075.802657,71.19686745,1.3,Q3,2021Q3,63.47535245956246,High
El Salvador,27.78,2021,39.0,4642.607431,301.9199807,1.16,Q3,2021Q3,13.635385632044082,Medium
Estonia,27.21,2021,31.8,27953.76702,31.13291228,4.46,Q3,2021Q3,6.611908046391552,Medium
Finland,24.07,2021,27.7,53099.13514,18.23016591,2.83,Q3,2021Q3,2.418328620901181,Low
France,42.38,2021,31.5,43725.09995,123.9009108,6.0,Q3,2021Q3,9.160882204600869,Medium
Georgia,47.22,2021,34.2,5083.606955,64.88348088,4.94,Q3,2021Q3,97.88033791636221,Medium
Germany,36.57,2021,32.4,52265.65416,238.1180858,7.8,Q3,2021Q3,3.32107001486296,Medium
Hungary,29.81,2021,29.2,18755.10235,106.3981043,6.84,Q3,2021Q3,2.039157803110251,Low
India,62.95,2021,32.8,2239.613844,475.6520424,1.6,Q3,2021Q3,3.456361571217168,Medium
Indonesia,67.95,2021,35.5,4287.17314,146.2351077,1.36,Q3,2021Q3,30.151968152485882,Medium
Ireland,42.16,2021,30.1,105561.1375,73.06087966,2.91,Q3,2021Q3,4.986922738857705,Medium
Israel,52.03,2021,37.9,52255.61591,433.0591497,3.06,Q3,2021Q3,14.213457967859657,Medium
Italy,56.5,2021,34.8,36852.54254,199.9654163,3.18,Q3,2021Q3,5.673634323664654,Medium
Jamaica,83.33,2021,40.2,5165.33781,262.0204986,1.68,Q3,2021Q3,27.98058415284024,High
Kazakhstan,66.2,2021,29.2,9983.601036,7.31325814,6.72,Q3,2021Q3,41.26906319986276,Low
Latvia,37.96,2021,34.3,20262.84339,30.2826611,5.3,Q3,2021Q3,10.825210003767596,Medium
Lithuania,36.14,2021,36.7,23934.72849,44.73469094,5.96,Q3,2021Q3,21.886299069671622,Medium
Luxembourg,37.96,2021,32.7,133711.7944,248.6206816,4.15,Q3,2021Q3,2.655984401559844,Medium
Malaysia,66.23,2021,40.7,10903.11164,104.3445412,2.01,Q3,2021Q3,61.73721973190966,High
Malta,43.52,2021,31.4,38027.38017,1620.425,4.38,Q3,2021Q3,7.13547371831464,Medium
Mexico,38.89,2021,43.5,10314.05067,65.66431647,1.02,Q3,2021Q3,34.83011755094167,High
Moldova,37.04,2021,25.7,5274.605822,90.11035512,5.66,Q3,2021Q3,22.459279554081213,Low
Mongolia,37.04,2021,31.4,4517.61578,2.172536624,10.55,Q3,2021Q3,20.923587236729997,Medium
Nepal,52.31,2021,30.0,1252.750767,205.6156958,0.39,Q3,2021Q3,6.863441267704404,Medium
Netherlands,41.36,2021,25.7,60141.98809,520.7319275,2.91,Q3,2021Q3,3.1711549916831325,Low
Niger,19.44,2021,32.9,608.7224396,19.3432857,0.27,Q3,2021Q3,0.032650209328654554,Medium
Panama,74.54,2021,50.9,15509.80691,58.57919925,1.92,Q3,2021Q3,15.71775243044089,Very High
Paraguay,45.37,2021,42.9,5976.931798,16.82401712,1.01,Q3,2021Q3,49.415171519865865,High
Peru,66.67,2021,40.1,6826.972007,25.90303281,1.6,Q3,2021Q3,21.220970686287277,High
Philippines,72.58,2021,40.7,3484.385939,379.3170004,0.96,Q3,2021Q3,12.05294915736782,High
Poland,33.03,2021,28.5,18635.51049,120.8152859,6.11,Q3,2021Q3,1.7008477116932792,Low
Portugal,49.47,2021,34.6,24711.45101,113.1135105,3.53,Q3,2021Q3,8.483056710729985,Medium
Romania,61.56,2021,33.9,14986.78549,83.11047896,7.06,Q3,2021Q3,17.022225483144883,Medium
Serbia,47.22,2021,33.1,9680.527981,81.27394458,5.35,Q3,2021Q3,17.368208657298467,Medium
Slovenia,43.25,2021,24.3,29187.36938,104.6899644,4.25,Q3,2021Q3,6.735990444380879,Low
Spain,42.13,2021,33.9,30817.68286,94.8822088,2.94,Q3,2021Q3,11.683870568528285,Medium
Suriname,58.33,2021,39.2,5029.848385,3.849636787,2.89,Q3,2021Q3,58.58591089762679,Medium
Sweden,16.02,2021,29.8,61174.96802,25.57407926,2.05,Q3,2021Q3,2.2561853320879193,Low
Switzerland,43.54,2021,33.7,93446.43445,220.314541,4.44,Q3,2021Q3,3.60731047891527,Medium
Thailand,55.09,2021,34.9,7058.0695,140.3968212,2.34,Q3,2021Q3,20.499856316975514,Medium
Tunisia,45.72,2021,33.7,3885.281665,77.55292225,2.42,Q3,2021Q3,82.42436354962418,Medium
Ukraine,57.01,2021,25.6,4775.945801,76.45605799,6.26,Q3,2021Q3,12.187733077132842,Low
United Kingdom,41.2,2021,32.4,46896.86624,277.0482867,2.35,Q3,2021Q3,14.409270917149945,Medium
Uruguay,55.56,2021,40.8,17888.21151,19.40746772,2.48,Q3,2021Q3,13.601456710125577,High
Uzbekistan,48.15,2021,31.2,2258.519641,77.71125126,4.86,Q3,2021Q3,1.4688834990241708,Medium
Albania,40.74,2021,29.4,6413.283286,102.6155474,2.91,Q4,2021Q4,18.458806984897922,Low
Argentina,36.53,2021,42.4,10738.01792,16.55733057,3.34,Q4,2021Q4,4.391745363690696,High
Austria,43.75,2021,30.7,53648.71907,108.5288051,7.06,Q4,2021Q4,36.94813538091584,Medium
Belgium,33.89,2021,26.6,51655.78833,379.9499902,5.48,Q4,2021Q4,23.553893232420137,Low
Benin,50.0,2021,34.4,1318.834978,118.9554541,0.45,Q4,2021Q4,0.0149104437743194,Medium
Bhutan,49.07,2021,28.5,3570.612579,20.33146303,2.2,Q4,2021Q4,0.0,Low
Bolivia,25.81,2021,40.9,3384.844865,11.0194406,1.35,Q4,2021Q4,7.916323207141278,High
Brazil,61.57,2021,52.9,7972.53665,25.07140273,2.46,Q4,2021Q4,10.642791080980302,Very High
Bulgaria,45.82,2021,39.0,12274.0776,63.35430177,7.77,Q4,2021Q4,146.45792958533053,Medium
Burkina Faso,13.89,2021,37.4,895.5352884,80.39197003,0.2,Q4,2021Q4,0.6092226396407623,Medium
Chile,38.59,2021,43.0,16216.57065,26.16744673,1.97,Q4,2021Q4,8.465109614175004,High
China,79.17,2021,35.7,12617.5051,150.4397537,5.0,Q4,2021Q4,0.0024073182474723155,Medium
Colombia,49.4,2021,55.1,6222.621644,46.13625327,1.69,Q4,2021Q4,7.116878346097643,Very High
Costa Rica,45.31,2021,48.7,12838.11854,99.09886408,1.18,Q4,2021Q4,19.110717258618006,High
Croatia,38.05,2021,28.9,17789.93047,69.31703002,5.6,Q4,2021Q4,100.49030918171552,Low
Czechia,39.59,2021,26.2,27696.46195,136.1083491,6.6,Q4,2021Q4,53.97033173763908,Low
Denmark,31.49,2021,28.3,69727.98737,146.418325,2.51,Q4,2021Q4,10.654404085007801,Low
Dominican Republic,47.08,2021,38.5,8472.47982,230.7869908,1.42,Q4,2021Q4,1.8069891102385622,Medium
Ecuador,61.91,2021,45.8,6075.802657,71.19686745,1.3,Q4,2021Q4,5.072825299022409,High
El Salvador,31.48,2021,39.0,4642.607431,301.9199807,1.16,Q4,2021Q4,9.4312749389285,Medium
Estonia,37.48,2021,31.8,27953.76702,31.13291228,4.46,Q4,2021Q4,43.20280825767207,Medium
Finland,30.58,2021,27.7,53099.13514,18.23016591,2.83,Q4,2021Q4,10.756148194456,Low
France,43.75,2021,31.5,43725.09995,123.9009108,6.0,Q4,2021Q4,10.693837553399726,Medium
Georgia,44.32,2021,34.2,5083.606955,64.88348088,4.94,Q4,2021Q4,130.8846171476645,Medium
Germany,47.46,2021,32.4,52265.65416,238.1180858,7.8,Q4,2021Q4,21.592364005428237,Medium
Hungary,27.96,2021,29.2,18755.10235,106.3981043,6.84,Q4,2021Q4,92.64779594333243,Low
India,68.64,2021,32.8,2239.613844,475.6520424,1.6,Q4,2021Q4,2.343862868272002,Medium
Indonesia,66.69,2021,35.5,4287.17314,146.2351077,1.36,Q4,2021Q4,0.7786584623790513,Medium
Ireland,42.84,2021,30.1,105561.1375,73.06087966,2.91,Q4,2021Q4,13.172628589094254,Medium
Israel,48.91,2021,37.9,52255.61591,433.0591497,3.06,Q4,2021Q4,5.143308363745011,Medium
Italy,53.5,2021,34.8,36852.54254,199.9654163,3.18,Q4,2021Q4,10.960007168903315,Medium
Jamaica,77.78,2021,40.2,5165.33781,262.0204986,1.68,Q4,2021Q4,21.28497837319333,High
Kazakhstan,71.3,2021,29.2,9983.601036,7.31325814,6.72,Q4,2021Q4,11.669602554305817,Low
Latvia,44.14,2021,34.3,20262.84339,30.2826611,5.3,Q4,2021Q4,98.32899086755567,Medium
Lithuania,34.58,2021,36.7,23934.72849,44.73469094,5.96,Q4,2021Q4,85.65290614705094,Medium
Luxembourg,45.81,2021,32.7,133711.7944,248.6206816,4.15,Q4,2021Q4,12.4987501249875,Medium
Malaysia,49.04,2021,40.7,10903.11164,104.3445412,2.01,Q4,2021Q4,15.028119823236409,High
Malta,43.52,2021,31.4,38027.38017,1620.425,4.38,Q4,2021Q4,3.664162179675085,Medium
Mexico,35.19,2021,43.5,10314.05067,65.66431647,1.02,Q4,2021Q4,17.17298710828143,High
Moldova,43.05,2021,25.7,5274.605822,90.11035512,5.66,Q4,2021Q4,134.7556773244873,Low
Mongolia,40.28,2021,31.4,4517.61578,2.172536624,10.55,Q4,2021Q4,23.11051584621873,Medium
Nepal,38.89,2021,30.0,1252.750767,205.6156958,0.39,Q4,2021Q4,1.5572513800673857,Medium
Netherlands,63.89,2021,25.7,60141.98809,520.7319275,2.91,Q4,2021Q4,16.01547341123424,Low
Niger,16.67,2021,32.9,608.7224396,19.3432857,0.27,Q4,2021Q4,0.30201443629005464,Medium
Panama,42.34,2021,50.9,15509.80691,58.57919925,1.92,Q4,2021Q4,4.602562937171564,Very High
Paraguay,40.74,2021,42.9,5976.931798,16.82401712,1.01,Q4,2021Q4,6.37325554570477,High
Peru,69.64,2021,40.1,6826.972007,25.90303281,1.6,Q4,2021Q4,10.022354404566888,High
Philippines,65.73,2021,40.7,3484.385939,379.3170004,0.96,Q4,2021Q4,11.67983115968522,High
Poland,44.44,2021,28.5,18635.51049,120.8152859,6.11,Q4,2021Q4,57.87749510506034,Low
Portugal,48.15,2021,34.6,24711.45101,113.1135105,3.53,Q4,2021Q4,9.457787914124443,Medium
Romania,52.78,2021,33.9,14986.78549,83.11047896,7.06,Q4,2021Q4,113.53902840693046,Medium
Serbia,28.7,2021,33.1,9680.527981,81.27394458,5.35,Q4,2021Q4,65.55145306208688,Medium
Slovenia,54.02,2021,24.3,29187.36938,104.6899644,4.25,Q4,2021Q4,48.764775893123556,Low
Spain,43.44,2021,33.9,30817.68286,94.8822088,2.94,Q4,2021Q4,6.305915703952991,Medium
Suriname,60.19,2021,39.2,5029.848385,3.849636787,2.89,Q4,2021Q4,49.36105752424356,Medium
Sweden,41.38,2021,29.8,61174.96802,25.57407926,2.05,Q4,2021Q4,4.281951736643455,Low
Switzerland,43.51,2021,33.7,93446.43445,220.314541,4.44,Q4,2021Q4,12.981722424121832,Medium
Thailand,43.52,2021,34.9,7058.0695,140.3968212,2.34,Q4,2021Q4,6.930412523917662,Medium
Tunisia,35.2,2021,33.7,3885.281665,77.55292225,2.42,Q4,2021Q4,5.635499229704442,Medium
Ukraine,39.49,2021,25.6,4775.945801,76.45605799,6.26,Q4,2021Q4,95.05483689792734,Low
United Kingdom,44.06,2021,32.4,46896.86624,277.0482867,2.35,Q4,2021Q4,19.7370309549572,Medium
Uruguay,28.7,2021,40.8,17888.21151,19.40746772,2.48,Q4,2021Q4,3.38564398628667,High
Uzbekistan,44.44,2021,31.2,2258.519641,77.71125126,4.86,Q4,2021Q4,0.7183803991251412,Medium
Albania,35.19,2022,29.4,6846.426143,101.3755109,2.91,Q1,2022Q1,9.900316414112595,Low
Argentina,19.87,2022,40.7,13935.68111,16.59227169,3.34,Q1,2022Q1,23.89451845211794,High
Austria,40.74,2022,30.7,52176.66491,109.5716311,7.06,Q1,2022Q1,23.63454120179596,Medium
Belgium,20.37,2022,26.6,50807.20471,383.0330557,5.48,Q1,2022Q1,21.360917312274353,Low
Benin,13.89,2022,34.4,1264.70766,122.024663,0.45,Q1,2022Q1,0.014535410840843718,Medium
Bhutan,51.85,2022,28.5,3711.327679,20.47493445,2.2,Q1,2022Q1,0.8963855174833593,Low
Bolivia,28.31,2022,40.9,3643.92827,11.14848518,1.35,Q1,2022Q1,18.332133547357266,High
Brazil,34.55,2022,52.0,9281.333344,25.16186795,2.46,Q1,2022Q1,19.34700850661165,Very High
Bulgaria,25.17,2022,39.0,13644.20158,61.1949521,7.77,Q1,2022Q1,83.90378069773504,Medium
